number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
807,National Institute of Kidney Diseases & Urology,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.86309,90.4561,·,Government hospital,Hospital,Kidny,0,,,4.3,,,,,,,,,,,
808,Beaco Point Ltd.,,http://www.beaconpointbd.com/,23.86361,90.3927,1 Road 23/A,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
809,Labaid Dental Clinic,,http://labaidgroup.com/specialized/dental,23.86408,90.3943,P9RM+J6X Mirpur Rd,Private hospital,Clinic,Dental,0,,,3.2,,,,,,,,,,,
810,Boshir Dental Clinic,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.86408,90.3943,QCGG+8J7,Private hospital,Clinic,Dental,0,,,,,,,,,,,,,,
811,MediScan Online XrayCT ScanMRI Reporting Service Uttora Office,,http://www.mediscanbd.com/,23.8643,90.3998,V9GH+5RH,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
812,Northern International Medical College,,,23.86475,90.4556,84 Rd 8/A,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
813,RAINBOW HEARTS MEDICAL CENTRE,,_,23.86626,90.3982,75 Road-13/A Dhaka 1230 Bangladesh,Private hospital,Diagnostic,Heart,0,,_,_,0,0,0,0,1,1,1,0,0,0,
814,Care Zone Hospital,,,23.86627,90.3992,24 Gareeb-e-Nawaz Ave,Private hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
815,Shakib 75,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.86718,90.4144,Yes,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
816,UTTARA CRESCENT CLINIC (PVT.) LIMITED,10665,https://www.uchbd.com/,23.86737,90.3974,House# 21 Road# 15 Rabindra Sarani Dhaka 1230 Bangladesh,Private hospital,Clinic,all,0,,3.8,3.5,1,0,0,0,1,1,1,0,0,0,https://www.uchbd.com/
817,Jamuna General Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.86742,90.3943,Q989+VQ4 College Gate,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
818,Dr.Mahbub General Hospital,,,23.86742,90.3943,74Rany PlazaKonapara Main Road(Near Farmer More)MatuailJatrabariDhaka-1362 Near Farmer More)Matuail Jatrabari,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
819,Dhaka Eye Care Hospital,,https://www.dhakaeyecarehospital.org/,23.86753,90.396,32 Rabindra Sarani,Private hospital,Hospital,Eye,0,,,4.8,,,,,,,,,,,
820,Asian Eye Care Centre,,,23.86753,90.396,V99Q+PCR Gausul Azam Ave,Private hospital,Hospital,Eye,0,,,3.3,,,,,,,,,,,
821,Al-Hakim eye hospital and Phaco Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.86753,90.396,249/4 Haque plaza(deffodil South jatrabari Dhaka 1204,Private hospital,Hospital,Eye,0,,,4.9,,,,,,,,,,,
822,Ideal Eye Care Hospital,,,23.86753,90.396,Johori Mohollah Ring Rd Dhaka 1207 Ring Rd,Private hospital,Hospital,Eye,0,,,2.6,,,,,,,,,,,
823,New Welcare Hospital,,⋅ Closes 10 PM,23.86753,90.396,19/1 Block-B Babor Road Mohammadpur,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
824,Comfort Diagnostic Center (Pvt.) Ltd.,,,23.8676,90.3969,22 Rabindra Sarani,Private hospital,Diagnostic,Diagnostic,0,,,3.9,,,,,,,,,,,
825,Comfort Diagnostic Centre Pvt. Ltd.,,http://www.comfortbd.com/,23.8676,90.3969,Comfort Tower 167/B Green Rd,Private hospital,Diagnostic,Diagnostic,0,,,4,,,,,,,,,,,
826,LD Hospital & Daycare Centre Limited,,,23.86766,90.3974,V99W+339 Rabindra Sarani,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
827,Uttara Crescent Hospital,,http://www.uchbd.com/,23.86768,90.3976,House# 21 Road# 15 Rabindra Sarani,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
828,uttarahospital,,http://uttarahospital.com/,23.86768,90.3976,House-34 Rd No 10B,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
829,Vision community Hospital,,,23.8677,90.4043,Bangladesh Eye Hospital House- 78 Satmasjid Road,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
830,Government Community Hospital,,,23.8677,90.4043,Hospital Zone,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
831,Dr. Muttalib Community Hospital And Park Laboratory,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.8677,90.4043,22 Bijoy Nagar Road,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
832,Hamdard Laboratories (Waqf) Bangladesh,,,23.86786,90.3995,V9GV+67C সড়ক নং-০২/এ,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
833,Sobuz Bangla Diagnostics & Consultation Centre,,,23.86801,90.4044,V9RM+HPG Road,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
834,Uttara Hope Hospital & Diagnostic (Pvt) Ltd.,,,23.86889,90.3803,C Plot 30 Rd No 6,Private hospital,Diagnostic,Diagnostic,0,,,4.3,,,,,,,,,,,
835,RMC Hospital,,,23.86997,90.3995,House No 19 Rd No 5,Private hospital,Hospital,all,0,,,2.8,,,,,,,,,,,
836,Lubana General Hospital & Uttara Cardiac Center,,http://www.lubanahospital.com/,23.87025,90.3909,House no 09 40 Gareeb-e-Nawaz Ave,Government hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
837,Dhaka Kings Hospital,,,23.87096,90.4229,VCV3+CCP Tongi - Ghorashal Hwy,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
838,Dhaka Sishu Hospital,,,23.87096,90.4229,Q9F9+6FM,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
839,Dhaka Shisu Hospital Dhaka.,,,23.87096,90.4229,Q9F9+4MV,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
840,Saic Medical Institute Tecnology,,,23.87097,90.384,·,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
841,LABAID Diagnostic Uttara-02,,https://labaid.com.bd/en/diagnostic/labaid-diagnostic-uttara-02,23.87157,90.4006,19 Gareeb-e-Nawaz Ave,Private hospital,Diagnostic,Diagnostic,0,,,4,,,,,,,,,,,
842,LABAID Diagnostic Uttara-01,,http://www.labaidgroup.com/diagnostic,23.87157,90.4006,House # 15 Road # 12 Service Rd,Private hospital,Diagnostic,Diagnostic,0,,,3.8,,,,,,,,,,,
843,LABAID Diagnostic Badda,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.87157,90.4006,Open,Private hospital,Diagnostic,Diagnostic,0,,,3.8,,,,,,,,,,,
844,SHIP INTERNATIONAL HOSPITAL | Best Hospital in Uttara Dhaka,,https://shiphospitalbd.com/,23.87194,90.3894,Dhaka - Ashulia Hwy,Private hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
845,Ibn Sina Diagnostic & Consultation Centre Uttara,,http://www.ibnsinatrust.com/,23.87338,90.3909,House#52 Gareeb-e-Nawaz Ave,Private hospital,Diagnostic,Diagnostic,0,,,4.3,,,,,,,,,,,
846,Uttara Crescent Diagnostic & Consultation Center (Unit-2),,http://www.uchbd.com/,23.87338,90.3909,H No. 16 Hannan Complex Rabindra Sarani,Private hospital,Diagnostic,Diagnostic,0,,,3.9,,,,,,,,,,,
847,Ibn Sina Diagnostic & Consultation Uttara (Building 3),,https://www.ibnsinatrust.com/Diagnostic_Consultation_Cente_uttara.php,23.87338,90.3909,8 Road No. 12,Private hospital,Diagnostic,Diagnostic,0,,,4.7,,,,,,,,,,,
848,Ibn Sina Diagnostic & Consultation Center (Badda),,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.87338,90.3909,Open,Private hospital,Diagnostic,Diagnostic,0,,,4.2,,,,,,,,,,,
849,Sultan ambulance service,,,23.874,90.4003,ibn Sina hospitals,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
850,Dr. Jhumu Khan's Laser Medical Center | Dhanmondi,,http://lasermedicalbd.com/,23.8743,90.3919,Dr. Jhumu Khan's Laser Medical Center Ltd Khan's ABC Tradeplex Road-2,Private hospital,Clinic,all,0,,,4.3,,,,,,,,,,,
851,Medinova Medical Services Ltd. (Uttara Branch),#ERROR!,https://www.daktarbhai.com/hospital/263,23.87431,90.3984,V9FX+P9C Dhaka 1230 Bangladesh,Private hospital,Hospital,all,0,,3.2,3.8,0,0,1,0,1,1,1,0,0,0,https://www.daktarbhai.com/hospital/263
852,Medinova Medical Services Ltd.,,http://www.medinovamedicalbd.com/,23.87449,90.3986,House 71/A Road 5/A Dhanmondi R/A,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
853,AI- Madina Medical Services,,http://al-madinamedicalbd.com/,23.87449,90.3986,4 Mohakhali Amtoli Mohakhali C/A Dhaka,Private hospital,Clinic,all,0,,,3,,,,,,,,,,,
854,Nostrum Hospital & Diagnostic Center,01786-355355,https://nostrumhospital.com/,23.8745,90.4025,H # 22 Alaol Avenue Road S # 6 ???? 1230 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,
855,Uttara Adhunik Medical College Hospital(BMSRI),,http://uamcedu.org/,23.87451,90.3969,H # 34 R # 4 Sonargaon Janapath,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
856,Nostrum Hospital,,https://www.facebook.com/Nostrum-Hospital-Diagnostic-center-741851929170463/,23.87463,90.4028,House building 24 Alaol Ave,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
857,Prof Dr Md Ehteshamul Hoque,,https://drehtesham.com/,23.87463,90.4026,Labaid Cancer Hospital And Super Speciality Center 26 Green Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
858,Greenland Hospital Ltd.,,http://general-hospital-uttara.business.site/,23.87514,90.4,House # 112 Rd 13,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
859,Conejo's House,,,23.87552,90.3874,V97M+W46,Private hospital,Hospital,all,0,,,2.5,,,,,,,,,,,
860,Ibn Sina Diagnostic & Consultation Center Uttara,10615 +88 09610010615,ibnsinatrust.com,23.87585,90.3795,Uttara Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4.2,1,1,1,1,1,1,1,1,1,1,ibnsinatrust.com
861,Lab Aid Limited (Uttara-II),10606,https://labaid.com.bd/,23.87585,90.3795,Uttara Dhaka Bangladesh,Private hospital,Hospital,all,0,,4,4.5,1,1,1,1,1,1,1,1,1,1,https://labaid.com.bd/
862,LABAID LTD DIAGNOSTIC UTTARA-01,10606,https://labaid.com.bd/,23.87585,90.3795,Uttara Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,4,4.5,0,0,0,0,1,1,1,0,0,0,https://labaid.com.bd/
863,Popular Diagnostic Centre Ltd. (Uttara),09666 78780910636,https://www.populardiagnostic.com/our-branches/8/Uttara-(U-2),23.87585,90.3795,Uttara Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,https://www.populardiagnostic.com/our-branches/8/Uttara-(U-2)
864,ABRAR DENTAL CARE,,,23.87654,90.4078,House#2 road#10 Sector#14,Private hospital,Hospital,Dental,0,,,5,,,,,,,,,,,
865,Shin Shin Japan Hospital,,https://shinshinhospital.com/,23.87701,90.3908,17 Gareeb-e-Nawaz Ave,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
866,Shin-Shin Japan Hospital Limited,01929-478565,_,23.8772,90.3905,17 Gareeb-e-Nawaz Ave Dhaka 1230 Bangladesh,Private hospital,Hospital,all,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,
867,Dhaka Medical Care,,,23.87756,90.4347,69/B 5th Floor Monowara Plaza Panthapath,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
868,Surecell Medical Bangladesh Ltd.,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.87756,90.4347,Closed,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
869,City Medical,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.87756,90.4347,QCH5+FFM TB Gate Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
870,Rainbo Hart Medical,,,23.87756,90.4347,House no 75 13A রোড নং:- ৪,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
871,Clinical Medical Physicist Forum Bangladesh,,,23.87756,90.4347,01782-519771,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
872,Labking general hospital,,,23.87774,90.4008,V9RM+JP3,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
873,Uttara Al-Asfraf General Hospital,,,23.8778,90.3907,24 Gareeb-e-Nawaz Ave,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
874,New Al Rashid General Hospital,,,23.8778,90.3907,Q9X3+8JF Mirpur Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
875,Holy Care Diagnostic & Consultation Centre,,_,23.87893,90.4101,330/1 Faidabad Choarirtek Bazar ???? 1230 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
876,Medicare Diagnostic & Consultation Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.88053,90.4084,QCRG+J3X Bir Uttam Rafiqul Islam Ave,Private hospital,Diagnostic,Diagnostic,0,,,5,,,,,,,,,,,
877,Aichi Hospital Ltd.,02-44891001,findoutadoctor.blogspot.com/2016/07/aichi-hospital-location-address-phone.html,23.88152,90.4042,Plot- 35 & 37 Sector-08 ????????????? ??????? Dhaka 1230 Bangladesh,Private hospital,Hospital,all,0,350,3.5,3.7,1,1,1,1,1,1,1,1,1,1,findoutadoctor.blogspot.com/2016/07/aichi-hospital-location-address-phone.html
878,AHSANIA MISSION CANCER & GENERAL HOSPITAL,(880-2) 9127943 58155869 9123402 9134919,http://www.ahsaniacancer.org.bd/,23.88751,90.3912,Plot-03  Embankment Drive Way Sector-10  Uttara Model Town Dhaka 1230 Bangladesh,Private hospital,Hospital,Cancer,0,42,2.8,4.3,1,0,1,1,1,1,1,0,0,0,http://www.ahsaniacancer.org.bd/
879,East west medical college hospital,,,23.89487,90.3764,V9QM+M6W,Private hospital,Medical college hospital,all,1,,,,,,,,,,,,,,
880,East wast medical hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.89487,90.3764,QCJF+WCR DHasB,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
881,East wast medical collagehospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.89487,90.3764,F-120 Matabbar Rd,Private hospital,Medical college hospital,all,1,,,,,,,,,,,,,,
882,East West Medical College & Hospital,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.89487,90.3764,Aichi Nagar JBCS Sarani P.O- Khayertek,Private hospital,Medical college hospital,all,1,,,4.2,,,,,,,,,,,
883,PMK HOSPITAL & DIAGNOSTIC CENTRE,,_,23.91402,90.3172,Zirabo 1343 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
884,Mohila O Sishu Hospital,,,23.92362,90.5871,VCJ3+GF7,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
885,Sheikh Russel National Gastroliver Institute & Hospital,,,23.92433,90.5913,·,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
886,Moyej Uddin Red Cresent Matrisadan Hospital,,,23.92579,90.5576,PC47+9QJ,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
887,Harun General Hospital (PVT.) Ltd.,,_,23.93228,90.1508,Kalampur 1351 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
888,Happy General Hospital & Diagnostic Center,,_,23.93668,90.2725,W7PF+M2 Baipayl Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
889,NEW SUPER DIAGNOSTIC CENTER,01915-626967,_,23.99368,90.2541,R.S Plaza Zirani ??????? 1349 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
890,neeramoy,,http://neeramoy.com/,23.99454,90.3824,L4 34 Kemal Ataturk Ave,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
891,Ark Hospital Limited,,,23.99719,90.4216,241/1 শাহ্‌কবির মাজার রোড Azampur Dakkhin Khan 220 Faidabad Main Rd,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
892,AMZ Hospital Ltd.,,http://www.amzhospitalbd.com/,23.99719,90.4216,·,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
893,York Hospital,,,23.99719,90.4216,House no.12 & 13 Rd 22 Block#K,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
894,Medilink Hospital,,,23.99719,90.4216,QCJG+7G8,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
895,Reneca Hospital,,,23.99719,90.4216,4 Road No. 4A,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
896,Kingston Hospital,,http://www.kingstonhospital.com.bd/,23.99719,90.4216,House: 51-54 Road: 01 & 02 Block: D Shahidbag mirpur-12,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
897,Delta Hospital Ltd.,,https://delta-hospital.com/,23.99719,90.4216,2 Tolarbag 1st Ln,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
898,Anuar Hospital,,,23.99719,90.4216,P9WG+HCJ,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
899,yolk hospital limited,,,23.99719,90.4216,QCW2+J5W,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
900,Amar Hospital Ltd,,https://www.amar-hospital.com/,23.99719,90.4216,4/2 Daffodil Tower Sobhanbag 1207 Mirpur Rd,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
901,Radical Hospitals Ltd.,,,23.99719,90.4216,35 Shah Makhdum Ave,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
902,Urban Hospital,,,23.99719,90.4216,VCC3+GPJ,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
903,Samajik Hospital Site,,,23.99719,90.4216,V9C9+4R8,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
904,Atlas hospital ltd,,,23.99719,90.4216,V9RQ+R39,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
905,Panorama Hospital,,,23.99719,90.4216,House no 16 Rd No. 8,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
906,Manob Hospital,,,23.99719,90.4216,41 1 Green Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
907,Liberty Hospital Ltd.,,,23.99719,90.4216,2/8 Motaleb Tower,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
908,Dogma Hospital Ltd.,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.99719,90.4216,Yes,Private hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
909,Proposed Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,MA 33/C Bir Uttam Rafiqul Islam Ave,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
910,Unity Aid Hospital Ltd,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,D-12 Main RoadSouth,Private hospital,Hospital,all,0,,,1,,,,,,,,,,,
911,Advance Hospital Ltd.,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,House #1 Main Road Block #F,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
912,Farazy Hospital Ltd.,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.99719,90.4216,Yes,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
913,BMOS Hospital LTD,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,QC6Q+WHG ব্লক # এফ,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
914,cardihope hospital,,,23.99719,90.4216,2 Gulshan Ave,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
915,shayek hospital,,,23.99719,90.4216,QCH4+259,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
916,Metro Hospital,,,23.99719,90.4216,Bus Terminal,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
917,Health labs hospital,,,23.99719,90.4216,Health labs hospital,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
918,Marks Hospital,,https://marksmedicalcollege.edu.bd/marks-hospital/,23.99719,90.4216,A/3 Main road,Private hospital,Hospital,all,0,,,2.7,,,,,,,,,,,
919,BMI Hospital,,,23.99719,90.4216,R956+FWR,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
920,AASTAR Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,VCJV+2RG,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
921,Assurance Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,Q9WF+C63,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
922,Amader Hospital Ltd.,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.99719,90.4216,105/f W Agargaon,Private hospital,Hospital,all,0,,,2.3,,,,,,,,,,,
923,NTRS Hospital,,,23.99719,90.4216,K.M. Das Ln,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
924,Badhon Hospital,,,23.99719,90.4216,Ahsan Market Mitford Road,Private hospital,Hospital,all,0,,,3.2,,,,,,,,,,,
925,Prime Hospital,,,23.99719,90.4216,Muktijuddha Tower College Gate,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
926,DSK Hospital,,,23.99719,90.4216,Q9F6+8PF Ring Rd,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
927,Mirpur ICDDRB TB screening centre,,http://www.icddrb.org/,24.00674,90.3367,Road 1 Mirpur 11 House No 2 Block 2 Opposite Standar Chartered Bank,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
928,Mugda Medical College and Hospital,,http://www.mumc.gov.bd/,23.73254,90.4301,Hazi Kadam Ali Rd,Government hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
929,SUFIA DIGITAL HOSPITAL AND DIAGNOSTIC CENTER,,_,24.02554,90.2786,House: 12 Ward: 09 Malek Spining Road Shafipur Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
930,Kuwait Bangladesh Friendship Govt. Hospital,,,24.04765,90.9928,319 Isakha Ave,Government hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
931,Proposed Mercantile Bank Hospital,,,24.09827,90.1672,Plot#09 Road#4/B Sector#15,Government hospital,Hospital,all,0,,,,,,,,,,,,,,
932,Dandy Specialized Physiotherapy Hospital Ltd.,,,23.87432,90.3951,Khan Tower 51 Sonargaon Janapath,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
933,SIBL Foundation Hospital,,,23.75095,90.3871,Fattah Plaza পান্থপথ 70 Green Rd,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
934,diabetics hospital,,,23.74874,90.3854,PC79+XGJ Tipu Sultan Rd.,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
935,The Ibn Sina Trust,,http://www.ibnsinatrust.com/,23.74557,90.3723,House# 48 Road# 9/A Satmasjid Road,Private hospital,Clinic,all,0,,,4.4,,,,,,,,,,,
936,ICDDRB Kamalapur Field office,,,23.71912,90.4332,PC8J+6H3 Lichubagan Rd,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
937,Diganta Hospital Project.,,,23.87496,90.3866,V9FP+PHP Sonargaon Janapath,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
938,Ibn Sina Diagnostic & Consultation Center,,,23.78876,90.4259,New Medical College Road Rikabi Bazar VVX6+FGW Sylhet 3100 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
939,CARe Medical College & Hospital,,http://carehospitalbd.com/,23.76912,90.3686,1/5 Block-B Mohammadpur Housing Estate College Gate Mirpur Rd,Private hospital,Medical college hospital,all,1,,,3.5,,,,,,,,,,,
940,Al Hamad Medical Center Ltd,,,23.73378,90.4161,Malik House Waivs/86 Sylhet 3100 Bangladesh,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
941,ARABIAN MEDICAL CENTRE,,,23.79496,90.4262,Buheira Corniche Road - ?????? - ?????? ? - ??????? - United Arab Emirates,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
942,Jahurul Islam Medical College Hospital,,,23.8199,90.4021,9th Floor Delta Dahlia 36 Kemal Ataturk Ave,Private hospital,Medical college hospital,all,1,,,5,,,,,,,,,,,
943,Seba Diagnostic Center,,,23.92241,90.3374,Charubabur More Charubabur More to Chay Rasta More Dinajpur Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
944,Good Health Diagnostic Centre,,,23.75504,90.379,opposite TRIHMS Naharlagun 791110,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
945,Pan Pacific HospitalTraining & Research Institute Ltd.,,,23.7386,90.4219,24 Outer Circular Road Motijheel PirJongi Mazer Shajahanpur,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
946,Dr. MR Khan Shishu hospital & Institute of Child Health,,https://mrkich.org/,23.8034,90.3619,6/2 Section-02,Private hospital,Hospital,children,0,,,4,,,,,,,,,,,
947,Obstetrical & Gynaecological Society of Bangladesh Hospital,,http://www.ogsb.org/,23.81234,90.3811,R95J+7RR,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
948,AL HAJ ABDUS SOBHAN MEMORIAL IBRAHIM GENERAL HOSPITALBASUNDHARA,,http://www.nhn-dab.org.bd/,23.81059,90.4125,Plot : 97/A B-l- R-05,Private hospital,Hospital,all,0,,,2.7,,,,,,,,,,,
949,Stroke & Neuro Rehab Clinic | Senior Citizen Hospital,,,23.80169,90.4238,Stroke & Neuro Rehab Clinic Piles Clinic House# 8 Road# 8 Baridhara Block# J Dhaka,Government hospital,Hospital,all,0,,,5,,,,,,,,,,,
950,Cardiac Electrophysiology & Heart Failure Center,,https://heartfailureclinicdhaka.business.site/?utm_source=gmb&utm_medium=referral,23.8105,90.431,OPD L-5 Apollo Hospitals Plot: 81 Block:E Dhaka Dhaka,Private hospital,Hospital,Heart,0,,,,,,,,,,,,,,
951,Haematology Hospital : Lab One Hospital Ltd. & Lab One Foundation,,http://www.labone.org.bd/,23.86843,90.3901,House # 08 Rd -12,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
952,Urban Primary Health Care Services Delivery Project,,,23.91841,90.2999,VCC2+MQ2,Private hospital,Hospital,all,0,,,2.6,,,,,,,,,,,
